region,hid,pid,age,sclfsato,nhood_mistrust,urban,female,hhtenure,hiqual3,worry_crime,cons,denom
4,971,1023,26,1,3.5,1,0,2,2,0,1,1
4,972,1024,31,6,3.5,1,0,1,2,1,1,1
4,972,1025,31,3,2.25,1,1,1,3,1,1,1
4,973,1026,55,6,3.5,1,1,1,3,1,1,1
4,974,1027,28,6,3.25,1,1,1,1,0,1,1
4,975,1028,48,6,2.25,1,1,1,2,1,1,1
4,976,1029,27,6,1.25,1,1,3,3,1,1,1
4,977,1030,33,6,3,1,0,1,1,1,1,1
4,978,1031,54,6,3.25,1,0,2,3,1,1,1
4,979,1032,22,5,2.5,1,0,1,2,0,1,1
4,980,1033,35,6,2.25,1,0,1,2,0,1,1
4,981,1034,38,3,2,1,0,1,2,1,1,1
4,982,1035,50,2,1,1,1,1,1,0,1,1
4,983,1036,66,3,2,1,1,1,3,1,1,1
4,984,1037,35,6,2,1,0,1,1,0,1,1
4,985,1038,31,5,2.5,1,1,1,1,0,1,1
4,986,1039,29,6,3.25,1,1,1,2,0,1,1
4,987,1040,46,2,4.5,1,1,2,3,0,1,1
4,988,1041,38,6,2.25,1,1,1,2,1,1,1
4,989,1042,69,4,2,1,0,2,2,0,1,1
4,990,1043,69,3,3.5,1,0,1,2,1,1,1
4,991,1044,83,6,2,1,1,1,3,1,1,1
4,992,1045,24,6,3,1,1,3,2,0,1,1
4,993,1046,67,6,2,0,1,1,2,0,1,1
4,994,1047,39,5,2.5,0,1,1,1,0,1,1
4,995,1048,60,4,2.25,1,1,1,2,0,1,1
4,996,1049,54,6,2,1,1,1,2,0,1,1
4,997,1050,41,4,3.5,0,1,3,1,0,1,1
4,998,1051,38,4,2,0,1,1,1,0,1,1
4,999,1052,53,6,3,1,0,1,2,0,1,1
4,1000,1053,39,,4,1,0,3,3,0,1,1
4,1001,1054,39,,3,1,1,1,1,0,1,1
4,1002,1055,52,,3,1,0,1,1,1,1,1
4,1003,1056,42,6,3.75,1,1,1,2,0,1,1
4,1004,1057,55,,2,1,1,1,2,1,1,1
4,1005,1058,57,2,3,1,0,3,2,0,1,1
4,1006,1059,46,3,2,0,0,2,2,1,1,1
4,1007,1060,19,6,3,1,0,3,2,0,1,1
4,1008,1061,20,5,3.75,1,0,2,2,1,1,1
4,1009,1062,26,5,2.5,1,0,3,1,1,1,1
4,1010,1063,35,4,2.25,0,0,1,1,0,1,1
4,1011,1064,23,,3,1,1,2,2,0,1,1
4,1012,1065,40,7,2,1,0,1,1,0,1,1
4,1013,1066,17,5,3.25,1,1,1,,1,1,1
4,1014,1067,39,,2.5,1,1,1,2,0,1,1
4,1015,1068,45,6,2.75,0,1,1,1,0,1,1
4,1016,1069,83,5,2,0,1,1,3,0,1,1
4,1017,1070,44,2,2.25,1,1,1,2,0,1,1
4,1018,1071,51,6,2.25,0,1,1,1,0,1,1
4,1019,1072,42,6,2,1,0,1,1,0,1,1
4,1019,1073,41,5,2,1,1,1,1,1,1,1
4,1020,1074,51,,2,1,1,1,2,0,1,1
4,1021,1075,19,5,2,1,0,3,2,1,1,1
4,1022,1076,58,6,4,1,1,1,1,0,1,1
4,1022,1077,55,,2.25,1,0,1,1,0,1,1
4,1023,1078,63,6,2.75,1,0,1,2,0,1,1
4,1024,1079,18,7,1.75,1,1,1,2,0,1,1
4,1025,1080,44,2,2.5,1,0,1,2,1,1,1
4,1026,1081,58,,2,1,1,1,1,0,1,1
4,1027,1082,45,6,2.25,1,1,1,1,0,1,1
4,1028,1083,22,6,3.25,1,1,3,1,1,1,1
4,1029,1084,48,5,3.75,1,0,1,2,0,1,1
4,1030,1085,72,6,2,1,1,1,2,0,1,1
4,1031,1086,68,6,2,1,1,1,3,0,1,1
4,1032,1087,67,5,2.25,1,1,1,1,1,1,1
4,1033,1088,57,6,2.25,1,0,1,2,0,1,1
4,1034,1089,45,3,2,1,1,1,1,1,1,1
4,1035,1090,54,1,2.75,1,1,2,2,1,1,1
4,1036,1091,54,6,2.25,1,0,2,3,0,1,1
4,1037,1092,19,6,2.75,0,1,1,2,0,1,1
4,1038,1093,30,,3,0,1,1,2,1,1,1
4,1039,1094,38,5,3.25,1,0,1,1,0,1,1
4,1040,1095,65,2,4.25,1,1,2,2,0,1,1
4,1041,1096,56,6,2,1,1,1,1,1,1,1
4,1042,1097,47,6,2,1,1,1,1,0,1,1
4,1043,1098,62,6,1.75,1,0,1,2,1,1,1
4,1044,1099,22,4,3.5,1,1,2,2,0,1,1
4,1045,1100,57,,3,1,0,1,2,1,1,1
4,1046,1101,63,7,2.25,1,0,1,2,0,1,1
4,1047,1102,49,6,2.75,0,0,1,1,0,1,1
4,1048,1103,41,3,2,1,1,1,1,1,1,1
4,1049,1104,30,,2.5,1,1,2,1,1,1,1
4,1050,1105,38,6,1.75,1,0,1,2,1,1,1
4,1051,1106,68,6,2,1,1,2,1,0,1,1
4,1052,1107,54,6,2.25,0,1,1,2,0,1,1
4,1052,1108,54,7,1.5,0,0,1,3,0,1,1
4,1053,1109,50,5,2.25,0,0,1,1,0,1,1
4,1054,1110,68,,2,1,0,1,3,1,1,1
4,1055,1111,32,6,2.25,1,0,1,2,0,1,1
4,1056,1112,70,6,1,0,1,1,2,0,1,1
4,1057,1113,52,6,1.25,0,1,2,1,0,1,1
4,1058,1114,20,3,2.25,0,0,1,2,0,1,1
4,1059,1115,27,1,2.75,1,1,3,2,0,1,1
4,1060,1116,44,2,2.5,0,0,1,1,1,1,1
4,1061,1117,30,5,3.75,1,1,1,2,1,1,1
4,1062,1118,40,4,2.75,1,1,2,2,1,1,1
4,1063,1119,90,5,2.75,1,0,1,2,1,1,1
4,1064,1120,60,6,3,0,1,1,2,1,1,1
4,1065,1121,74,6,2,1,0,1,2,0,1,1
4,1065,1122,69,6,2.25,1,1,1,2,0,1,1
4,1066,1123,63,,1.75,1,0,3,3,1,1,1
4,1067,1124,58,6,3.25,0,1,1,3,1,1,1
4,1068,1125,24,,2.75,0,1,1,1,0,1,1
4,1069,1126,61,2,2,1,1,1,2,1,1,1
4,1070,1127,58,5,2.25,1,0,1,3,0,1,1
4,1071,1128,28,5,2.75,1,1,2,1,0,1,1
4,1072,1129,75,6,2.75,1,1,1,1,0,1,1
4,1073,1130,91,5,3.25,0,1,1,3,0,1,1
4,1074,1131,50,,1.75,0,0,1,3,0,1,1
4,1075,1132,43,7,2,0,1,1,2,0,1,1
4,1076,1133,21,6,1.75,0,0,1,2,0,1,1
4,1077,1134,49,6,2.5,1,1,1,2,1,1,1
4,1078,1135,32,5,2,0,1,3,2,0,1,1
4,1079,1136,65,4,2.75,1,0,1,2,0,1,1
4,1080,1137,64,6,2,0,1,1,1,1,1,1
4,1080,1138,64,6,2.75,0,0,1,2,1,1,1
4,1081,1139,28,5,2.25,0,0,1,2,0,1,1
4,1082,1140,25,4,3.75,1,0,3,3,1,1,1
4,1083,1141,73,6,2,1,0,1,2,0,1,1
4,1084,1142,53,,4,1,0,1,1,1,1,1
4,1085,1143,73,6,2.5,0,0,1,2,0,1,1
4,1086,1144,54,6,2.25,1,1,1,2,0,1,1
4,1087,1145,38,6,3.25,1,1,1,3,1,1,1
4,1088,1146,60,,2,0,1,1,2,0,1,1
4,1089,1147,64,6,2.5,0,0,1,2,0,1,1
4,1090,1148,56,4,2.25,1,1,1,1,1,1,1
4,1091,1149,18,6,2.25,1,0,1,2,1,1,1
4,1092,1150,68,6,2,0,0,1,1,0,1,1
4,1093,1151,67,6,2.25,0,1,1,1,1,1,1
4,1094,1152,50,,2.5,1,1,1,3,0,1,1
4,1094,1153,20,6,2.5,1,0,1,2,0,1,1
4,1095,1154,50,4,2.5,0,1,1,1,0,1,1
4,1096,1155,82,5,2,0,1,1,1,1,1,1
4,1097,1156,64,3,1.666667,0,0,3,3,1,1,1
4,1098,1157,64,6,2.75,1,0,1,2,0,1,1
4,1099,1158,61,1,1.75,0,0,1,3,0,1,1
4,1100,1159,24,6,3,0,1,1,2,1,1,1
4,1101,1160,71,4,2.25,1,1,1,3,0,1,1
4,1102,1161,25,6,2,1,1,3,3,0,1,1
4,1103,1162,83,,2,1,0,1,2,0,1,1
4,1104,1163,66,7,2.5,0,0,1,2,1,1,1
4,1105,1164,47,6,3.5,0,0,2,2,1,1,1
4,1105,1165,18,7,2.75,0,0,2,2,0,1,1
4,1106,1166,18,7,2,1,0,1,2,1,1,1
4,1107,1167,30,5,2.5,1,0,1,2,0,1,1
4,1108,1168,41,5,2,1,0,1,1,0,1,1
4,1109,1169,81,7,1.25,1,1,1,1,0,1,1
4,1110,1170,64,6,2,1,1,1,2,0,1,1
4,1111,1171,33,4,2.25,1,1,3,2,1,1,1
4,1112,1172,41,4,2.5,1,0,2,2,0,1,1
4,1113,1173,86,6,1.5,1,0,1,2,0,1,1
4,1114,1174,24,6,1.75,1,1,2,2,0,1,1
4,1115,1175,34,3,3,1,0,3,2,1,1,1
4,1116,1176,58,7,2.5,0,0,1,3,0,1,1
4,1117,1177,66,6,3.25,0,0,1,2,1,1,1
4,1118,1178,35,5,1.75,1,0,1,2,0,1,1
4,1119,1179,82,7,2,1,0,1,3,1,1,1
4,1120,1180,60,6,2.25,1,1,1,2,0,1,1
4,1121,1181,57,4,2.75,1,0,1,1,1,1,1
4,1122,1182,50,6,3.5,1,1,2,2,0,1,1
4,1123,1183,47,3,2.5,0,0,1,1,0,1,1
4,1124,1184,40,,2.5,1,1,1,1,1,1,1
4,1125,1185,32,6,2,1,0,1,2,0,1,1
4,1126,1186,23,4,1.75,0,1,2,2,1,1,1
4,1127,1187,33,6,2.25,1,1,3,2,1,1,1
4,1127,1188,39,7,2,1,0,3,2,0,1,1
4,1128,1189,24,6,4.25,0,0,1,1,1,1,1
4,1129,1190,52,6,1,0,0,1,1,0,1,1
4,1130,1191,33,6,2,1,0,1,1,1,1,1
4,1131,1192,62,6,2,1,1,1,2,1,1,1
4,1132,1193,47,6,2,1,0,3,2,0,1,1
4,1133,1194,28,4,2.25,1,0,2,2,1,1,1
4,1134,1195,17,6,3,1,1,3,2,1,1,1
4,1135,1196,45,3,2.25,0,1,2,2,1,1,1
4,1136,1197,44,7,3,1,1,1,1,0,1,1
4,1136,1198,31,7,3.25,1,0,1,2,0,1,1
4,1136,1199,24,5,2.25,1,0,1,2,0,1,1
4,1137,1200,48,5,3.5,1,1,2,3,1,1,1
4,1138,1201,63,2,4,1,0,2,2,1,1,1
4,1139,1202,31,6,2,1,1,1,1,1,1,1
4,1140,1203,77,,3.75,1,0,1,3,0,1,1
4,1141,1204,61,6,2,0,1,1,1,1,1,1
4,1142,1205,48,6,2,0,1,1,2,0,1,1
4,1143,1206,86,5,2.25,0,1,1,3,1,1,1
4,1144,1207,29,5,2.25,1,0,1,2,1,1,1
4,1145,1208,40,6,1.75,0,1,1,2,0,1,1
4,1146,1209,54,6,1.75,0,1,1,1,0,1,1
4,1147,1210,66,6,2.5,1,1,1,3,1,1,1
4,1148,1211,56,,3,1,1,1,2,1,1,1
4,1149,1212,24,4,1.75,0,1,3,2,,1,1
4,1150,1213,72,1,2.5,0,1,1,2,0,1,1
4,1151,1214,82,6,1,0,0,1,3,0,1,1
4,1152,1215,29,6,2.25,0,0,1,2,0,1,1
4,1153,1216,59,7,1,0,1,1,1,0,1,1
4,1154,1217,47,6,2.5,1,1,2,3,0,1,1
4,1155,1218,25,4,2,1,0,3,1,1,1,1
4,1156,1219,62,,2.5,1,0,1,2,1,1,1
4,1157,1220,60,3,2.5,0,0,1,2,0,1,1
4,1158,1221,58,4,1.75,0,0,1,1,0,1,1
4,1158,1222,56,6,2.5,0,1,1,1,1,1,1
4,1159,1223,19,6,2,0,1,1,2,0,1,1
4,1160,1224,60,6,2.5,0,0,1,1,0,1,1
4,1161,1225,43,6,2.75,0,1,1,1,0,1,1
4,1162,1226,69,6,1.25,1,0,1,1,1,1,1
4,1163,1227,31,,2.25,1,0,3,2,0,1,1
4,1164,1228,52,,4,1,1,1,1,1,1,1
4,1165,1229,39,3,3,1,0,2,2,0,1,1
4,1166,1230,30,3,3,1,0,1,1,1,1,1
4,1167,1231,46,7,2,1,0,1,2,1,1,1
4,1167,1232,16,1,3.5,1,1,1,2,0,1,1
4,1168,1233,30,6,2,0,1,1,1,0,1,1
4,1168,1234,38,5,2.5,0,0,1,2,0,1,1
4,1169,1235,86,5,2.25,1,0,1,3,,1,1
4,1170,1236,17,6,3.5,0,1,1,,1,1,1
4,1171,1237,59,5,3,0,0,1,1,1,1,1
4,1172,1238,67,6,2,0,0,1,2,1,1,1
4,1173,1239,79,,2,0,1,1,2,0,1,1
4,1174,1240,21,,2,0,0,2,2,0,1,1
4,1175,1241,20,,4.25,1,0,1,3,0,1,1
4,1176,1242,68,6,2.25,1,1,1,1,0,1,1
4,1177,1243,60,7,2.5,1,1,1,3,0,1,1
4,1178,1244,71,4,3.5,1,1,1,2,1,1,1
4,1179,1245,55,4,2.25,1,0,1,3,0,1,1
4,1180,1246,48,6,3.25,1,0,2,2,0,1,1
4,1181,1247,61,4,2.75,1,1,2,2,1,1,1
4,1182,1248,54,2,3.25,1,0,2,2,1,1,1
4,1183,1249,58,3,2.75,1,1,1,3,1,1,1
4,1184,1250,76,5,2.5,1,0,1,3,1,1,1
4,1185,1251,27,2,2.25,1,1,1,1,0,1,1
4,1186,1252,46,7,2.5,1,1,2,3,0,1,1
4,1187,1253,54,5,2.5,1,0,1,3,1,1,1
4,1188,1254,63,7,2.5,1,0,1,1,1,1,1
4,1188,1255,58,6,2.75,1,1,1,1,0,1,1
4,1189,1256,66,2,3,1,1,1,2,0,1,1
4,1190,1257,72,,2.5,1,0,1,1,1,1,1
4,1191,1258,70,,2.25,1,1,1,1,0,1,1
4,1192,1259,53,6,2.25,1,0,1,2,0,1,1
4,1193,1260,29,6,2,1,0,1,2,0,1,1
4,1194,1261,33,,3.25,1,0,1,1,1,1,1
4,1194,1262,31,,3.75,1,1,1,2,1,1,1
4,1195,1263,18,5,2.5,1,0,1,2,0,1,1
4,1196,1264,60,7,2.25,0,0,1,1,0,1,1
4,1197,1265,43,5,2.5,1,1,1,2,0,1,1
4,1198,1266,21,5,3.5,1,1,3,2,0,1,1
4,1199,1267,18,6,2.5,1,1,2,2,1,1,1
4,1200,1268,38,,2,1,0,3,2,0,1,1
4,1201,1269,79,,2,0,1,1,2,0,1,1
4,1202,1270,33,4,3.25,0,0,1,2,0,1,1
4,1203,1271,29,3,2.75,1,1,1,1,0,1,1
4,1204,1272,59,,3,0,0,1,2,0,1,1
4,1205,1273,62,6,1.75,0,1,1,1,0,1,1
4,1206,1274,38,5,2.5,0,0,3,2,0,1,1
4,1207,1275,64,6,2,1,0,1,2,0,1,1
4,1208,1276,42,5,2.5,1,0,1,2,0,1,1
4,1209,1277,63,6,2.5,1,1,1,2,1,1,1
4,1210,1278,54,7,1,0,1,1,1,1,1,1
4,1211,1279,84,,3,0,1,1,2,0,1,1
4,1212,1280,50,,2,1,0,1,1,0,1,1
4,1212,1281,49,7,2,1,1,1,2,1,1,1
4,1213,1282,65,7,3.5,1,0,1,1,1,1,1
4,1214,1283,59,2,3.5,1,0,1,2,1,1,1
4,1215,1284,19,6,2,1,0,1,2,0,1,1
4,1216,1285,74,4,2.25,1,0,1,2,1,1,1
4,1216,1286,65,7,2,1,1,1,2,0,1,1
4,1217,1287,22,6,2,0,1,1,2,0,1,1
4,1218,1288,34,5,1.25,0,1,1,1,0,1,1
4,1219,1289,39,4,3,1,0,2,1,0,1,1
4,1220,1290,49,1,1,1,0,3,2,,1,1
4,1221,1291,44,4,3.75,1,1,2,3,1,1,1
4,1222,1292,44,4,3.5,1,1,1,2,0,1,1
4,1223,1293,21,5,3,1,0,1,2,0,1,1
4,1224,1294,38,,2.5,1,0,3,2,1,1,1
4,1225,1295,25,,1.75,1,1,1,2,0,1,1
4,1226,1296,45,,2.5,1,1,1,2,0,1,1
4,1227,1297,35,,2,1,1,,2,0,1,1
4,1228,1298,69,6,1.75,1,0,1,3,1,1,1
4,1229,1299,55,,3,1,0,1,2,1,1,1
4,1230,1300,35,6,2,0,0,1,1,1,1,1
4,1231,1301,55,7,1.25,0,0,1,1,0,1,1
4,1232,1302,49,2,2.75,1,1,2,3,1,1,1
4,1233,1303,69,6,1.25,1,0,1,2,0,1,1
4,1234,1304,58,6,2,1,1,1,2,1,1,1
4,1235,1305,45,3,3.25,1,1,1,2,0,1,1
4,1236,1306,40,5,2.5,1,0,2,2,0,1,1
4,1237,1307,46,,3.75,1,0,2,3,1,1,1
4,1238,1308,64,,2.25,1,0,1,2,0,1,1
4,1239,1309,37,6,2.25,1,1,1,1,0,1,1
4,1240,1310,69,2,2.25,1,1,1,2,0,1,1
4,1241,1311,22,4,3.25,1,0,2,2,0,1,1
4,1242,1312,41,6,2.5,0,1,1,2,0,1,1
4,1243,1313,46,5,1.5,0,1,1,2,1,1,1
4,1244,1314,20,5,2,1,0,1,2,0,1,1
4,1245,1315,46,3,2,1,0,1,2,0,1,1
4,1246,1316,72,6,2.5,0,0,1,3,1,1,1
4,1247,1317,41,7,2,0,1,1,3,0,1,1
4,1248,1318,59,6,2.75,1,1,1,2,1,1,1
4,1249,1319,48,3,3.25,1,1,1,1,0,1,1
4,1250,1320,53,,3,1,1,1,2,1,1,1
4,1251,1321,16,5,3.25,0,1,1,2,0,1,1
4,1252,1322,65,6,2.75,1,1,1,3,0,1,1
4,1253,1323,45,7,3,1,1,1,3,1,1,1
4,1253,1324,16,7,3,1,1,1,2,1,1,1
4,1254,1325,70,,2,1,1,1,1,0,1,1
4,1255,1326,66,6,2,1,0,1,2,1,1,1
4,1256,1327,79,,2,1,1,1,3,1,1,1
4,1257,1328,59,6,2.5,0,0,1,2,1,1,1
4,1258,1329,65,6,2.666667,0,1,1,1,1,1,1
4,1259,1330,46,4,3,0,1,1,1,0,1,1
4,1260,1331,66,5,2.5,0,1,2,2,1,1,1
4,1261,1332,24,6,2,1,1,1,,0,1,1
4,1262,1333,71,6,3,1,1,1,2,1,1,1
4,1263,1334,44,,2.5,1,1,1,3,0,1,1
4,1264,1335,78,,2.25,1,0,2,3,0,1,1
4,1265,1336,31,6,2,0,0,1,2,1,1,1
4,1266,1337,26,6,2,0,1,3,1,0,1,1
4,1267,1338,69,7,2.25,0,1,1,2,0,1,1
4,1268,1339,58,5,3,1,0,1,1,0,1,1
4,1269,1340,18,6,3.25,1,1,1,2,1,1,1
4,1270,1341,31,6,2.25,1,1,1,1,0,1,1
4,1271,1342,25,6,2,1,0,3,2,1,1,1
4,1272,1343,45,,2.5,1,0,1,2,1,1,1
4,1273,1344,49,3,2.25,1,0,1,2,1,1,1
4,1274,1345,67,6,2,1,0,1,1,0,1,1
4,1275,1346,59,4,1.5,1,1,1,2,1,1,1
4,1276,1347,72,5,2.25,1,1,1,3,0,1,1
4,1277,1348,59,6,2,0,0,1,2,0,1,1
4,1278,1349,68,7,2.75,1,1,1,2,0,1,1
4,1279,1350,80,6,1.75,1,1,1,2,0,1,1
4,1280,1351,45,4,3,1,1,1,2,1,1,1
4,1281,1352,35,,3,1,1,2,3,1,1,1
4,1282,1353,60,5,1.75,1,1,1,3,1,1,1
4,1283,1354,42,2,2,1,1,2,2,0,1,1
4,1284,1355,34,6,2,1,0,1,1,1,1,1
4,1285,1356,68,6,1.25,1,0,1,3,1,1,1
4,1286,1357,34,6,2.25,1,0,1,2,0,1,1
4,1287,1358,24,5,2,1,0,3,1,0,1,1
4,1288,1359,31,6,2,1,0,1,1,1,1,1
4,1289,1360,78,6,2.25,0,1,1,1,0,1,1
4,1290,1361,36,7,2,1,0,1,1,0,1,1
4,1291,1362,61,6,2.25,0,0,1,2,0,1,1
4,1291,1363,54,6,2,0,1,1,2,0,1,1
5,1292,1364,69,6,2,1,0,1,2,0,1,1
5,1293,1365,62,1,2,1,0,1,2,0,1,1
5,1294,1366,61,5,2.25,0,0,1,3,0,1,1
5,1295,1367,59,5,3.75,1,1,1,2,1,1,1
5,1296,1368,43,5,2.5,1,0,1,2,0,1,1
5,1297,1369,46,6,2.75,1,0,1,2,1,1,1
5,1298,1370,32,4,2.25,1,1,3,2,0,1,1
5,1299,1371,57,6,2.75,1,0,1,2,1,1,1
5,1300,1372,70,6,2,1,0,1,2,1,1,1
5,1300,1373,64,2,2.25,1,1,1,2,1,1,1
5,1301,1374,52,6,1.75,1,1,1,2,1,1,1
5,1302,1375,43,6,1.75,1,0,1,2,0,1,1
5,1303,1376,42,6,2,1,0,1,3,0,1,1
5,1304,1377,67,7,2.25,1,1,1,2,0,1,1
5,1305,1378,69,6,1.75,0,1,1,2,0,1,1
5,1306,1379,35,6,2.5,0,1,1,1,0,1,1
5,1307,1380,19,7,2.5,1,0,1,2,0,1,1
5,1307,1381,19,5,2.75,1,0,1,2,1,1,1
5,1308,1382,32,3,1.75,1,0,1,1,1,1,1
5,1309,1383,51,6,2,1,0,1,2,1,1,1
5,1310,1384,48,6,3.25,1,1,1,2,0,1,1
5,1311,1385,83,5,2.25,1,0,1,2,0,1,1
5,1312,1386,57,2,3.25,1,1,1,3,0,1,1
5,1313,1387,74,2,2,0,1,1,2,0,1,1
5,1314,1388,46,4,2.5,0,0,1,1,1,1,1
5,1315,1389,33,7,2,1,1,1,1,0,1,1
5,1316,1390,25,1,2,1,0,2,2,0,1,1
5,1317,1391,74,,2.5,1,1,1,3,1,1,1
5,1318,1392,57,6,3.25,1,0,1,1,0,1,1
5,1319,1393,59,2,1.75,0,1,1,1,0,1,1
5,1320,1394,68,5,2,1,1,1,2,0,1,1
5,1321,1395,56,4,3.5,1,0,1,1,1,1,1
5,1322,1396,72,2,2,0,1,1,2,0,1,1
5,1323,1397,46,4,2.25,0,1,2,2,1,1,1
5,1324,1398,63,6,2,1,1,1,2,0,1,1
5,1325,1399,56,,2,1,0,1,,1,1,1
5,1326,1400,80,1,2,1,0,1,2,0,1,1
5,1327,1401,17,7,3,1,1,1,,0,1,1
5,1328,1402,43,2,2,0,0,1,1,1,1,1
5,1328,1403,48,6,1,0,1,1,1,0,1,1
5,1329,1404,30,6,2,0,1,1,1,0,1,1
5,1330,1405,43,3,2,0,1,3,1,0,1,1
5,1331,1406,45,6,3,0,1,1,1,1,1,1
5,1332,1407,74,,3.25,1,1,1,3,0,1,1
5,1333,1408,87,,2,1,0,2,3,0,1,1
5,1334,1409,54,7,2.75,0,1,1,1,0,1,1
5,1335,1410,21,6,2.25,1,1,3,2,1,1,1
5,1336,1411,59,,2.25,1,0,1,3,0,1,1
5,1337,1412,47,6,1.75,0,0,1,1,0,1,1
5,1338,1413,37,,2,1,1,1,3,0,1,1
5,1338,1414,32,,2.25,1,0,1,2,0,1,1
5,1339,1415,87,,2,1,0,1,3,0,1,1
5,1340,1416,63,4,2.75,1,1,1,1,0,1,1
5,1341,1417,76,7,2.25,1,0,1,1,0,1,1
5,1342,1418,38,1,2.5,1,1,2,2,1,1,1
5,1343,1419,19,6,3,1,1,1,2,0,1,1
5,1344,1420,37,,2,1,1,2,3,0,1,1
5,1345,1421,21,3,2.75,1,1,1,2,1,1,1
5,1346,1422,36,6,4,1,1,2,2,1,1,1
5,1347,1423,55,4,3,1,1,3,3,0,1,1
5,1348,1424,38,3,2.5,0,0,,1,1,1,1
5,1349,1425,49,6,2.5,1,0,2,2,1,1,1
5,1349,1426,19,6,3.5,1,1,2,2,0,1,1
5,1350,1427,24,4,1.75,0,1,1,1,0,1,1
5,1351,1428,29,6,2.25,1,1,1,1,1,1,1
5,1351,1429,25,2,2.75,1,1,1,2,0,1,1
5,1352,1430,35,4,3.25,1,1,1,2,1,1,1
5,1353,1431,28,6,3.25,1,1,2,2,1,1,1
5,1354,1432,21,5,2.5,1,1,1,3,1,1,1
5,1355,1433,58,5,2.5,1,1,1,1,1,1,1
5,1356,1434,49,3,2.5,1,0,1,1,0,1,1
5,1357,1435,83,2,1.75,0,1,1,3,1,1,1
5,1357,1436,46,7,2.25,0,0,1,1,1,1,1
5,1358,1437,26,4,2.25,1,1,3,3,0,1,1
5,1359,1438,75,,1.75,1,0,1,2,1,1,1
5,1360,1439,75,5,3.25,1,0,1,3,0,1,1
5,1361,1440,69,6,2.25,1,1,1,2,1,1,1
5,1362,1441,45,7,1,1,1,1,1,1,1,1
5,1363,1442,86,6,1.5,0,1,2,3,0,1,1
5,1364,1443,42,3,2.75,1,0,1,1,1,1,1
5,1365,1444,36,6,3.25,1,0,2,2,1,1,1
5,1366,1445,31,3,4,1,0,1,2,0,1,1
5,1367,1446,20,6,2.75,1,0,2,1,0,1,1
5,1368,1447,37,3,2.5,1,1,2,2,1,1,1
5,1369,1448,72,6,2.75,1,1,1,3,0,1,1
5,1370,1449,66,6,2.5,1,1,1,2,1,1,1
5,1371,1450,46,1,4,1,1,,2,1,1,1
5,1372,1451,27,6,2,1,1,2,2,1,1,1
5,1373,1452,45,6,2.5,1,0,1,1,0,1,1
5,1374,1453,82,4,2,1,1,1,3,1,1,1
5,1375,1454,17,2,1.75,1,0,1,,0,1,1
5,1376,1455,62,3,2.25,1,0,1,2,0,1,1
5,1377,1456,50,6,1.5,1,1,1,2,1,1,1
5,1378,1457,94,,3.5,1,1,1,3,0,1,1
5,1379,1458,74,6,2.5,1,0,1,3,1,1,1
5,1380,1459,45,6,2,0,1,1,2,1,1,1
5,1381,1460,80,6,1.75,1,1,1,2,0,1,1
5,1382,1461,76,6,1.25,1,1,1,2,1,1,1
5,1383,1462,47,7,2.75,1,1,1,2,1,1,1
5,1384,1463,17,5,2.75,1,1,1,2,0,1,1
5,1385,1464,42,,2.5,0,1,1,1,1,1,1
5,1386,1465,50,7,2,1,1,1,1,1,1,1
5,1387,1466,65,5,2.75,1,0,1,2,0,1,1
5,1388,1467,51,4,3.5,1,1,1,2,0,1,1
5,1389,1468,47,6,1.75,0,1,1,2,0,1,1
5,1390,1469,60,6,2.25,1,0,1,3,0,1,1
5,1391,1470,48,6,1.25,1,1,,1,0,1,1
5,1392,1471,30,4,3.5,1,0,1,1,1,1,1
5,1392,1472,25,6,2.5,1,1,1,2,1,1,1
5,1393,1473,47,,2.75,1,0,1,3,0,1,1
5,1393,1474,21,5,1.75,1,1,1,2,0,1,1
5,1394,1475,89,,3.5,1,0,2,3,0,1,1
5,1395,1476,49,5,2.75,1,1,1,1,0,1,1
5,1396,1477,16,6,2.5,1,0,3,2,0,1,1
5,1397,1478,18,6,2.75,1,0,2,2,0,1,1
5,1398,1479,39,3,3.5,0,1,2,1,1,1,1
5,1399,1480,53,3,2.75,0,0,1,1,0,1,1
5,1400,1481,80,6,3.25,1,0,1,1,0,1,1
5,1401,1482,58,1,2,1,0,1,3,1,1,1
5,1401,1483,25,1,3.5,1,0,1,2,1,1,1
5,1402,1484,37,1,2,1,0,1,2,0,1,1
5,1403,1485,43,5,2.25,1,1,1,1,0,1,1
5,1404,1486,50,6,2.25,1,0,1,2,0,1,1
5,1405,1487,72,6,2.5,1,0,1,1,0,1,1
5,1406,1488,42,3,2,1,0,1,2,1,1,1
5,1407,1489,57,6,2,1,0,1,2,0,1,1
5,1408,1490,22,5,2.75,1,0,1,2,1,1,1
5,1409,1491,47,2,3,1,0,2,2,0,1,1
5,1410,1492,68,4,1.75,1,1,1,2,0,1,1
5,1411,1493,43,2,3.25,1,1,1,2,1,1,1
5,1412,1494,43,7,2,1,1,1,2,0,1,1
5,1413,1495,58,3,2.5,1,1,1,1,1,1,1
5,1414,1496,55,3,2,0,0,2,3,0,1,1
5,1415,1497,31,7,3.75,0,0,2,2,0,1,1
5,1416,1498,47,3,2.25,1,1,1,2,0,1,1
5,1417,1499,65,,2.75,1,0,2,3,1,1,1
5,1418,1500,82,,3.75,1,1,2,3,0,1,1
5,1419,1501,36,6,2,1,1,1,1,1,1,1
